f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,90,4,1.5,91,57,2,1.3,20,2,1,1315,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,90,1375754,Hackney,moderate,Entire home/apt,Apartment,4.49980967033027,16,1.38629436111989,1.92181205567281,0,2,4.06044301054642,3,7.18235211188526,51.5861818591027,370.510122219823,1729225,2273930875,4.51085950651685,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,250,6,2,96,0,1,0.52,0,2,2,405,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,250,17429564,Hackney,flexible,Entire home/apt,Apartment,5.52146091786225,36,1.79175946922805,3.2104019955684,0.693147180559945,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,49,2,1,100,1,1,1,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,49,17167220,Hackney,moderate,Private room,Apartment,3.89182029811063,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,1.79175946922805,3.2104019955684,5.75226817558833,25,125,4.60517018598809,2,0,0,0
Apartment,Private room,Private,flexible,Couch,Hackney,57,2,1,96,0,1,0.52,15,2,1,405,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,57,11137895,Hackney,flexible,Private room,Apartment,4.04305126783455,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75,4,1,96,40,1,1.28,0,2,3,933,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,75,2271369,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,16,1.38629436111989,1.92181205567281,1.09861228866811,2,3.71357206670431,2,6.83947643822884,46.7784379490875,319.940024169934,870489,812166237,4.56434819146784,2,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,50,2,1,90,3,1,1.41,0,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,50,16152981,Hackney,flexible,Private room,Apartment,3.91202300542815,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,4.15888308335967,17.2963085010552,71.9333248296088,3969,250047,4.49980967033027,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,83,3,1,84,45,1,1.91,0,1,1,707,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,83,5370655,Hackney,strict,Entire home/apt,Apartment,4.4188406077966,9,1.09861228866811,1.20694896081258,0,2,3.8286413964891,2,6.56244409369372,43.0656724828556,282.616068026064,499849,353393243,4.43081679884331,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,160,4,2,98,27,1,0.61,0,2,2,1337,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,160,520962,Hackney,strict,Entire home/apt,Apartment,5.07517381523383,16,1.38629436111989,1.92181205567281,0.693147180559945,3,3.3322045101752,2,7.19893124068817,51.8246110081562,373.081811223128,1787569,2389979753,4.58496747867057,2,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,55,2,1,96,0,1,0.52,0,5,1,405,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,55,16250345,Hackney,flexible,Private room,Apartment,4.00733318523247,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,40,1,1,96,0,1,0.52,0,1,1,405,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,40,9628045,Hackney,flexible,Private room,House,3.68887945411394,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,72,2,1,100,1,1,0.21,0,2,1,142,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,72,14592247,Hackney,moderate,Entire home/apt,Apartment,4.27666611901606,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,4.96284463025991,24.6298268240996,122.234003798214,20164,2863288,4.60517018598809,2,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,37,2,1,94,87,1,1.46,15,2,1,1787,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,37,390578,Hackney,moderate,Private room,Apartment,3.61091791264422,4,0.693147180559945,0.480453013918201,0,2,4.47733681447821,3,7.48885295573346,56.0829185925978,419.996730668335,3193369,5706550403,4.54329478227,2,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,58,2,1,96,1,1,0.2,10,1,1,146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,58,15070620,Hackney,flexible,Private room,House,4.06044301054642,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,4.99043258677874,24.9044174031831,124.283816163584,21316,3112136,4.56434819146784,1,0,1,0
Apartment,Private room,Private,strict,Real Bed,Hackney,50,1,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50,5240224,Hackney,strict,Private room,Apartment,3.91202300542815,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,35,2,1,92,10,1,1.64,0,2,1,182,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35,14526702,Hackney,flexible,Private room,Apartment,3.55534806148941,4,0.693147180559945,0.480453013918201,0,2,2.39789527279837,2,5.20948615284142,27.1387459766465,141.378921370821,33124,6028568,4.52178857704904,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,5,1,88,13,4,0.39,0,3,2,990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,150,2548790,Hackney,strict,Entire home/apt,Apartment,5.01063529409626,25,1.6094379124341,2.59029039398023,0.693147180559945,2,2.63905732961526,2,6.89871453432999,47.5922622261758,328.325431141363,980100,970299000,4.47733681447821,3,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,61,2,1,96,0,1,0.52,0,2,1,405,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,61,16250232,Hackney,moderate,Private room,Apartment,4.11087386417331,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,50,2,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,50,16642501,Hackney,flexible,Private room,Apartment,3.91202300542815,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,85,1,2,96,0,1,0.52,0,1,2,405,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85,8300619,Hackney,flexible,Private room,Apartment,4.44265125649032,1,0,0,0.693147180559945,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,35,2,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,35,7729570,Hackney,flexible,Private room,Apartment,3.55534806148941,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,45,2,1,100,2,1,0.77,20,1,1,77,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,45,16249228,Hackney,flexible,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,4.35670882668959,18.980911800555,82.6943059800946,5929,456533,4.60517018598809,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,117,2,1,100,3,3,1.11,15,1,1,80,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,117,15987082,Hackney,moderate,Entire home/apt,Apartment,4.76217393479776,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,4.39444915467244,19.3111833730013,84.8620134492101,6400,512000,4.60517018598809,1,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,128,6,1,96,9,4,0.26,0,4,4,1054,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,128,2224507,Hackney,strict,Entire home/apt,House,4.85203026391962,36,1.79175946922805,3.2104019955684,1.38629436111989,2,2.30258509299405,2,6.96129604591017,48.4596426388045,337.34191868773,1110916,1170905464,4.56434819146784,3,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,23,1,1,80,3,1,0.37,0,1,1,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,23,10088822,Hackney,flexible,Private room,Apartment,3.13549421592915,1,0,0,0,2,1.38629436111989,2,5.48479693349065,30.0829974016285,164.999131898659,57600,13824000,4.38202663467388,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,80,3,1.5,100,1,1,0.19,0,5,2,155,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,80,10613105,Hackney,strict,Entire home/apt,Apartment,4.38202663467388,9,1.09861228866811,1.20694896081258,0.693147180559945,2,0.693147180559945,2,5.04985600724954,25.5010456939542,128.77660878876,24025,3723875,4.60517018598809,3,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,40,2,1,96,0,1,0.52,0,5,1,405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,40,15462771,Hackney,flexible,Private room,Apartment,3.68887945411394,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,3,1,92,5,1,1.33,0,1,2,112,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120,15462735,Hackney,strict,Entire home/apt,House,4.78749174278205,9,1.09861228866811,1.20694896081258,0.693147180559945,2,1.79175946922805,2,4.72738781871234,22.3481955885098,105.648587595322,12544,1404928,4.52178857704904,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,121,4,1,97,7,2,1.26,10,2,2,166,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,121,14676894,Hackney,flexible,Entire home/apt,Apartment,4.79579054559674,16,1.38629436111989,1.92181205567281,0.693147180559945,2,2.07944154167984,2,5.11799381241676,26.1938606639362,134.060016801332,27556,4574296,4.57471097850338,2,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,145,6,1,95,4,6,0.13,20,5,3,954,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,145,390041,Hackney,strict,Entire home/apt,House,4.97673374242057,36,1.79175946922805,3.2104019955684,1.09861228866811,2,1.6094379124341,2,6.86171134048073,47.0830825200819,323.070521272836,910116,868250664,4.55387689160054,3,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,35,1,2,90,2,1,0.22,0,74,1,270,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35,12185845,Hackney,strict,Private room,House,3.55534806148941,1,0,0,0,3,1.09861228866811,2,5.6021188208797,31.3837352832546,175.815414099827,72900,19683000,4.49980967033027,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,25,1,1,96,0,1,0.52,0,7,1,405,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,25,15724725,Hackney,flexible,Private room,House,3.2188758248682,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,30,2,1,100,1,1,0.35,0,2,1,84,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,30,15986858,Hackney,flexible,Private room,House,3.40119738166216,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,4.44265125649032,19.737150186795,87.6852750769029,7056,592704,4.60517018598809,2,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,30,1,1.5,96,10,1,1.05,0,2,1,286,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,30,10703552,Hackney,flexible,Private room,House,3.40119738166216,1,0,0,0,2,2.39789527279837,2,5.65948221575962,32.0297389504994,181.271737965775,81796,23393656,4.56434819146784,2,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,55,3,1,89,9,1,0.29,10,1,1,944,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,55,3141762,Hackney,moderate,Private room,Apartment,4.00733318523247,9,1.09861228866811,1.20694896081258,0,2,2.30258509299405,2,6.85118492749374,46.9387349107174,321.585953135932,891136,841232384,4.48863636973214,1,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,32,2,1,100,1,1,1,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,32,17130604,Hackney,strict,Private room,House,3.46573590279973,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,2.07944154167984,4.32407712526381,8.99166560370109,49,343,4.60517018598809,2,0,0,0
Apartment,Private room,Private,moderate,Couch,Hackney,45,1,1,100,3,1,0.11,0,1,1,847,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45,4321339,Hackney,moderate,Private room,Apartment,3.80666248977032,1,0,0,0,2,1.38629436111989,2,6.7428806357919,45.4664392685374,306.57477292223,717409,607645423,4.60517018598809,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,105,2,1,69,14,1,2.56,0,1,1,163,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,105,15069184,Hackney,flexible,Entire home/apt,Apartment,4.65396035015752,4,0.693147180559945,0.480453013918201,0,2,2.70805020110221,2,5.0998664278242,26.0086375816484,132.640577636095,26569,4330747,4.23410650459726,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,205,4,1,96,0,1,0.52,0,5,2,405,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,205,15724555,Hackney,flexible,Entire home/apt,Apartment,5.32300997913841,16,1.38629436111989,1.92181205567281,0.693147180559945,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,97,4,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,97,17034813,Hackney,moderate,Entire home/apt,House,4.57471097850338,16,1.38629436111989,1.92181205567281,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,110,4,2,85,4,4,0.13,10,5,2,927,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,110,3603715,Hackney,strict,Entire home/apt,Apartment,4.70048036579242,16,1.38629436111989,1.92181205567281,0.693147180559945,3,1.6094379124341,2,6.8330317327862,46.6903226612632,319.036456358438,859329,796597983,4.44265125649032,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,36,1,1.5,96,0,1,0.52,10,1,1,405,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,36,13233618,Hackney,flexible,Private room,House,3.58351893845611,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,25,2,1,93,3,1,0.17,0,1,1,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,25,7728571,Hackney,flexible,Private room,Apartment,3.2188758248682,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,6.289715570909,39.5605219629351,248.82443098356,289444,155720872,4.53259949315326,1,0,0,0
House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,120,5,2.5,100,2,1,0.29,0,3,5,206,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,120,13888902,Hackney,moderate,Entire home/apt,House,4.78749174278205,25,1.6094379124341,2.59029039398023,1.6094379124341,3,1.09861228866811,2,5.33271879326537,28.4378897280457,151.651268993557,42436,8741816,4.60517018598809,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,165,6,2,100,2,1,0.22,0,4,4,269,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,165,13364606,Hackney,moderate,Entire home/apt,Apartment,5.10594547390058,36,1.79175946922805,3.2104019955684,1.38629436111989,3,1.09861228866811,2,5.59842195899838,31.3423284309952,175.467579734223,72361,19465109,4.60517018598809,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,80,2,1,96,18,1,1.05,0,4,1,512,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80,8253653,Hackney,flexible,Entire home/apt,Apartment,4.38202663467388,4,0.693147180559945,0.480453013918201,0,2,2.94443897916644,2,6.24027584517077,38.9410426238218,243.0028476712,262144,134217728,4.56434819146784,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,48,2,1,93,3,1,0.09,8,1,1,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,48,3141839,Hackney,flexible,Private room,House,3.87120101090789,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,6.90875477931522,47.7308926007109,329.761032376143,1000000,1000000000,4.53259949315326,1,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,49,2,2.5,97,81,1,2.05,15,1,1,1187,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,49,1829962,Hackney,flexible,Private room,House,3.89182029811063,4,0.693147180559945,0.480453013918201,0,3,4.40671924726425,3,7.08002649992259,50.1267752396061,354.898897052075,1408969,1672446203,4.57471097850338,1,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,35,2,1,100,6,1,2.25,5,1,1,79,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,35,15592530,Hackney,strict,Private room,Apartment,3.55534806148941,4,0.693147180559945,0.480453013918201,0,2,1.94591014905531,2,4.38202663467388,19.2021574269913,84.1443652882768,6241,493039,4.60517018598809,1,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,35,1,2,87,3,1,0.34,0,3,1,265,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,35,9432140,Hackney,moderate,Private room,Apartment,3.55534806148941,1,0,0,0,3,1.38629436111989,2,5.5834963087817,31.1754310301789,174.067904081682,70225,18609625,4.46590811865458,3,0,0,0
Apartment,Private room,Private,flexible,Couch,Hackney,28,2,1,92,272,1,5.35,12,1,1,1524,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,28,781203,Hackney,flexible,Private room,Apartment,3.3322045101752,4,0.693147180559945,0.480453013918201,0,2,5.60947179518496,3,7.32974968904151,53.7252305040041,393.792491580408,2322576,3539605824,4.52178857704904,1,0,0,0
